,ID number,Sales Date,Sellers County of Origin,Sellers State of Origin,Buyers County of Origin,Buyers State of Origin,Slave Name,Sex,Price,lat0,long0,lat1,long1
8321,12868,1860-05-29,New Orleans,LA,New Orleans,LA,Davy/ Prince Albert,0,1200,30.068636,-89.939007,30.068636,-89.939007
8322,13832,1860-05-29,New Orleans,LA,New Orleans,LA,Ellen,1,1450,30.068636,-89.939007,30.068636,-89.939007
8323,13833,1860-05-29,New Orleans,LA,New Orleans,LA,Dolly,1,1200,30.068636,-89.939007,30.068636,-89.939007
8325,12037,1860-05-30,New Orleans,LA,New Orleans,LA,Dolly Avery,1,1325,30.068636,-89.939007,30.068636,-89.939007
8326,12039,1860-05-30,New Orleans,LA,New Orleans,LA,Angela,1,1200,30.068636,-89.939007,30.068636,-89.939007
8327,12041,1860-05-30,New Orleans,LA,New Orleans,LA,Anna,1,1000,30.068636,-89.939007,30.068636,-89.939007
8328,12044,1860-05-30,New Orleans,LA,New Orleans,LA,Sally,1,900,30.068636,-89.939007,30.068636,-89.939007
8329,12855,1860-05-31,New Orleans,LA,New Orleans,LA,Caroline,1,1650,30.068636,-89.939007,30.068636,-89.939007
8330,12858,1860-05-31,New Orleans,LA,New Orleans,LA,Sam,0,1466,30.068636,-89.939007,30.068636,-89.939007
8333,13846,1860-05-31,New Orleans,LA,New Orleans,LA,St. Dominique / Marie,1,900,30.068636,-89.939007,30.068636,-89.939007
8334,13848,1860-05-31,New Orleans,LA,New Orleans,LA,Tommy,0,1500,30.068636,-89.939007,30.068636,-89.939007
8335,12256,1860-06-01,New Orleans,LA,New Orleans,LA,Julia,1,1360,30.068636,-89.939007,30.068636,-89.939007
8336,12861,1860-06-01,New Orleans,LA,New Orleans,LA,Julia Brown,1,1300,30.068636,-89.939007,30.068636,-89.939007
8337,12053,1860-06-02,New Orleans,LA,New Orleans,LA,Lavinia,1,1500,30.068636,-89.939007,30.068636,-89.939007
8338,12857,1860-06-02,New Orleans,LA,New Orleans,LA,Elena,1,1700,30.068636,-89.939007,30.068636,-89.939007
8339,12862,1860-06-02,New Orleans,LA,New Orleans,LA,Charlotte Stuart,1,1206.75,30.068636,-89.939007,30.068636,-89.939007
8340,12864,1860-06-02,New Orleans,LA,New Orleans,LA,Patrick,0,1650,30.068636,-89.939007,30.068636,-89.939007
8342,12865,1860-06-04,New Orleans,LA,New Orleans,LA,Hester Cooper,1,1500,30.068636,-89.939007,30.068636,-89.939007
8344,12049,1860-06-05,New Orleans,LA,New Orleans,LA,William,0,1450,30.068636,-89.939007,30.068636,-89.939007
8345,12052,1860-06-05,New Orleans,LA,New Orleans,LA,Sarah Orrie,1,1600,30.068636,-89.939007,30.068636,-89.939007
8346,12057,1860-06-05,New Orleans,LA,New Orleans,LA,Marie,1,500,30.068636,-89.939007,30.068636,-89.939007
8348,12877,1860-06-05,New Orleans,LA,New Orleans,LA,Caroline,1,500,30.068636,-89.939007,30.068636,-89.939007
8349,12929,1860-06-05,New Orleans,LA,New Orleans,LA,Marie Louise,1,500,30.068636,-89.939007,30.068636,-89.939007
8350,12930,1860-06-05,New Orleans,LA,New Orleans,LA,Minty,1,600,30.068636,-89.939007,30.068636,-89.939007
8351,13914,1860-06-05,New Orleans,LA,New Orleans,LA,Fanny,1,700,30.068636,-89.939007,30.068636,-89.939007
8352,12871,1860-06-06,New Orleans,LA,New Orleans,LA,Rose,1,460,30.068636,-89.939007,30.068636,-89.939007
8353,12873,1860-06-06,New Orleans,LA,New Orleans,LA,Daniel,0,1800,30.068636,-89.939007,30.068636,-89.939007
8354,12876,1860-06-06,New Orleans,LA,New Orleans,LA,Helzie,1,1400,30.068636,-89.939007,30.068636,-89.939007
8355,12884,1860-06-06,New Orleans,LA,New Orleans,LA,Jane,1,1200,30.068636,-89.939007,30.068636,-89.939007
8356,12941,1860-06-06,New Orleans,LA,New Orleans,LA,Martha,1,1500,30.068636,-89.939007,30.068636,-89.939007
8357,13873,1860-06-06,New Orleans,LA,New Orleans,LA,Rachel,1,400,30.068636,-89.939007,30.068636,-89.939007
8358,12054,1860-06-07,New Orleans,LA,New Orleans,LA,Charles Brandon,0,1750,30.068636,-89.939007,30.068636,-89.939007
8359,12055,1860-06-07,New Orleans,LA,New Orleans,LA,George,0,1100,30.068636,-89.939007,30.068636,-89.939007
8361,12939,1860-06-07,New Orleans,LA,New Orleans,LA,Henry,0,1000,30.068636,-89.939007,30.068636,-89.939007
8362,12950,1860-06-07,New Orleans,LA,New Orleans,LA,Charles,0,1300,30.068636,-89.939007,30.068636,-89.939007
8363,13854,1860-06-07,New Orleans,LA,New Orleans,LA,Francis / Joe,0,1200,30.068636,-89.939007,30.068636,-89.939007
8365,12894,1860-06-08,New Orleans,LA,New Orleans,LA,Marianne,1,910,30.068636,-89.939007,30.068636,-89.939007
8366,12944,1860-06-08,New Orleans,LA,New Orleans,LA,Hannah,1,1625,30.068636,-89.939007,30.068636,-89.939007
8367,12967,1860-06-08,New Orleans,LA,New Orleans,LA,Tom,0,1200,30.068636,-89.939007,30.068636,-89.939007
8368,13872,1860-06-08,New Orleans,LA,New Orleans,LA,Penelope / Nelly,1,1000,30.068636,-89.939007,30.068636,-89.939007
8369,12059,1860-06-09,New Orleans,LA,New Orleans,LA,Rosa,1,1080,30.068636,-89.939007,30.068636,-89.939007
8370,12062,1860-06-09,New Orleans,LA,New Orleans,LA,Blake Davis,0,2000,30.068636,-89.939007,30.068636,-89.939007
8371,12887,1860-06-09,New Orleans,LA,New Orleans,LA,Fanny,1,1000,30.068636,-89.939007,30.068636,-89.939007
8377,12071,1860-06-11,New Orleans,LA,New Orleans,LA,Clementine,1,825,30.068636,-89.939007,30.068636,-89.939007
8383,12934,1860-06-11,New Orleans,LA,New Orleans,LA,Tidus,0,1000,30.068636,-89.939007,30.068636,-89.939007
8386,13869,1860-06-11,New Orleans,LA,New Orleans,LA,Jack,0,1300,30.068636,-89.939007,30.068636,-89.939007
8387,13870,1860-06-11,New Orleans,LA,New Orleans,LA,Henriette,1,300,30.068636,-89.939007,30.068636,-89.939007
8391,12070,1860-06-12,New Orleans,LA,New Orleans,LA,John,0,925,30.068636,-89.939007,30.068636,-89.939007
8392,12215,1860-06-12,New Orleans,LA,New Orleans,LA,Florence,1,3375,30.068636,-89.939007,30.068636,-89.939007
8393,13107,1860-06-12,New Orleans,LA,New Orleans,LA,Victor,0,1300,30.068636,-89.939007,30.068636,-89.939007
8394,13912,1860-06-12,New Orleans,LA,New Orleans,LA,Emile,0,1100,30.068636,-89.939007,30.068636,-89.939007
8395,13913,1860-06-12,New Orleans,LA,New Orleans,LA,Sophie,1,800,30.068636,-89.939007,30.068636,-89.939007
8397,12948,1860-06-13,New Orleans,LA,New Orleans,LA,Maria Woods,1,1000,30.068636,-89.939007,30.068636,-89.939007
8399,12960,1860-06-13,New Orleans,LA,New Orleans,LA,Nancy,1,600,30.068636,-89.939007,30.068636,-89.939007
8408,12874,1860-06-14,New Orleans,LA,New Orleans,LA,Victoire,1,1475,30.068636,-89.939007,30.068636,-89.939007
8410,13879,1860-06-14,New Orleans,LA,New Orleans,LA,Rose,1,325,30.068636,-89.939007,30.068636,-89.939007
8411,13880,1860-06-14,New Orleans,LA,New Orleans,LA,Suzanne,1,1000,30.068636,-89.939007,30.068636,-89.939007
8414,12065,1860-06-15,New Orleans,LA,New Orleans,LA,Jean,0,800,30.068636,-89.939007,30.068636,-89.939007
8416,12906,1860-06-15,New Orleans,LA,New Orleans,LA,Suzan,1,1600,30.068636,-89.939007,30.068636,-89.939007
8419,12921,1860-06-15,New Orleans,LA,New Orleans,LA,Benjamin,0,1525,30.068636,-89.939007,30.068636,-89.939007
8420,12922,1860-06-15,New Orleans,LA,New Orleans,LA,William,0,1200,30.068636,-89.939007,30.068636,-89.939007
8421,13900,1860-06-15,New Orleans,LA,New Orleans,LA,Mary,1,1800,30.068636,-89.939007,30.068636,-89.939007
8422,12073,1860-06-16,New Orleans,LA,New Orleans,LA,Clara,1,900,30.068636,-89.939007,30.068636,-89.939007
8423,12074,1860-06-16,New Orleans,LA,New Orleans,LA,William,0,1075,30.068636,-89.939007,30.068636,-89.939007
8424,12907,1860-06-16,New Orleans,LA,New Orleans,LA,Carolina L. Gross,1,1350,30.068636,-89.939007,30.068636,-89.939007
8425,13893,1860-06-16,New Orleans,LA,New Orleans,LA,Frank Coch,0,1006.5,30.068636,-89.939007,30.068636,-89.939007
8426,13894,1860-06-16,New Orleans,LA,New Orleans,LA,Margaret,1,1000,30.068636,-89.939007,30.068636,-89.939007
8427,12136,1860-06-18,New Orleans,LA,New Orleans,LA,Mary,1,2400,30.068636,-89.939007,30.068636,-89.939007
8428,12137,1860-06-18,New Orleans,LA,New Orleans,LA,Harriet,1,3225,30.068636,-89.939007,30.068636,-89.939007
8430,12926,1860-06-18,New Orleans,LA,New Orleans,LA,Sarah,1,1800,30.068636,-89.939007,30.068636,-89.939007
8432,13898,1860-06-18,New Orleans,LA,New Orleans,LA,Isabell,1,400,30.068636,-89.939007,30.068636,-89.939007
8433,13899,1860-06-18,New Orleans,LA,New Orleans,LA,Josephine,1,1500,30.068636,-89.939007,30.068636,-89.939007
8434,13903,1860-06-18,New Orleans,LA,New Orleans,LA,Constance,1,490,30.068636,-89.939007,30.068636,-89.939007
8435,13911,1860-06-18,New Orleans,LA,New Orleans,LA,Henriette / Harriet,1,900,30.068636,-89.939007,30.068636,-89.939007
8436,13915,1860-06-18,New Orleans,LA,New Orleans,LA,Richard,0,975,30.068636,-89.939007,30.068636,-89.939007
8441,12079,1860-06-19,New Orleans,LA,New Orleans,LA,Lillia,1,425,30.068636,-89.939007,30.068636,-89.939007
8442,12912,1860-06-19,New Orleans,LA,New Orleans,LA,Marie Louise,1,800,30.068636,-89.939007,30.068636,-89.939007
8443,12914,1860-06-19,New Orleans,LA,New Orleans,LA,Elisabeth,1,1225,30.068636,-89.939007,30.068636,-89.939007
8444,12916,1860-06-19,New Orleans,LA,New Orleans,LA,Jim,0,1300,30.068636,-89.939007,30.068636,-89.939007
8445,12928,1860-06-19,New Orleans,LA,New Orleans,LA,Henriette,1,400,30.068636,-89.939007,30.068636,-89.939007
8446,12932,1860-06-19,New Orleans,LA,New Orleans,LA,Sidney,1,1175,30.068636,-89.939007,30.068636,-89.939007
8447,13906,1860-06-19,New Orleans,LA,New Orleans,LA,Spencer,0,1200,30.068636,-89.939007,30.068636,-89.939007
8449,13908,1860-06-19,New Orleans,LA,New Orleans,LA,Holiday / Oliday,1,2000,30.068636,-89.939007,30.068636,-89.939007
8457,12125,1860-06-20,New Orleans,LA,New Orleans,LA,Ben,0,600,30.068636,-89.939007,30.068636,-89.939007
8458,12927,1860-06-20,New Orleans,LA,New Orleans,LA,Sarah,1,1800,30.068636,-89.939007,30.068636,-89.939007
8459,12933,1860-06-20,New Orleans,LA,New Orleans,LA,Harriet,1,2200,30.068636,-89.939007,30.068636,-89.939007
8460,13905,1860-06-20,New Orleans,LA,New Orleans,LA,Sarah,1,1000,30.068636,-89.939007,30.068636,-89.939007
8462,13916,1860-06-20,New Orleans,LA,New Orleans,LA,Fanny,1,800,30.068636,-89.939007,30.068636,-89.939007
8463,12130,1860-06-21,New Orleans,LA,New Orleans,LA,Ann Hawkins,1,1000,30.068636,-89.939007,30.068636,-89.939007
8464,12938,1860-06-21,New Orleans,LA,New Orleans,LA,Cecile,1,1400,30.068636,-89.939007,30.068636,-89.939007
8465,12940,1860-06-21,New Orleans,LA,New Orleans,LA,Frank,0,825,30.068636,-89.939007,30.068636,-89.939007
8466,13935,1860-06-21,New Orleans,LA,New Orleans,LA,Lizzy,1,1604,30.068636,-89.939007,30.068636,-89.939007
8467,12117,1860-06-22,New Orleans,LA,New Orleans,LA,Jane,1,1300,30.068636,-89.939007,30.068636,-89.939007
8468,12935,1860-06-22,New Orleans,LA,New Orleans,LA,Genesy,1,450,30.068636,-89.939007,30.068636,-89.939007
8469,12943,1860-06-22,New Orleans,LA,New Orleans,LA,Rosina,1,900,30.068636,-89.939007,30.068636,-89.939007
8470,12975,1860-06-22,New Orleans,LA,New Orleans,LA,Anna/ Johanna,1,1300,30.068636,-89.939007,30.068636,-89.939007
8472,12126,1860-06-23,New Orleans,LA,New Orleans,LA,Mary,1,1350,30.068636,-89.939007,30.068636,-89.939007
8473,12936,1860-06-23,New Orleans,LA,New Orleans,LA,Victor/ John,0,1400,30.068636,-89.939007,30.068636,-89.939007
8474,12937,1860-06-23,New Orleans,LA,New Orleans,LA,Margaret,1,850,30.068636,-89.939007,30.068636,-89.939007
8475,13938,1860-06-23,New Orleans,LA,New Orleans,LA,Joseph,0,1400,30.068636,-89.939007,30.068636,-89.939007
8476,13961,1860-06-23,New Orleans,LA,New Orleans,LA,Jane,1,1500,30.068636,-89.939007,30.068636,-89.939007
8477,12127,1860-06-25,New Orleans,LA,New Orleans,LA,Esther Thompson,1,600,30.068636,-89.939007,30.068636,-89.939007
8478,12128,1860-06-25,New Orleans,LA,New Orleans,LA,Emma,1,750,30.068636,-89.939007,30.068636,-89.939007
8479,12129,1860-06-25,New Orleans,LA,New Orleans,LA,Ephraim,0,800,30.068636,-89.939007,30.068636,-89.939007
8480,12133,1860-06-25,New Orleans,LA,New Orleans,LA,Jerome,0,1500,30.068636,-89.939007,30.068636,-89.939007
8481,12945,1860-06-25,New Orleans,LA,New Orleans,LA,Matilda,1,1300,30.068636,-89.939007,30.068636,-89.939007
8482,12946,1860-06-25,New Orleans,LA,New Orleans,LA,Prescilla,1,2375,30.068636,-89.939007,30.068636,-89.939007
8483,13920,1860-06-25,New Orleans,LA,New Orleans,LA,Levin,0,1300,30.068636,-89.939007,30.068636,-89.939007
8484,12131,1860-06-27,New Orleans,LA,New Orleans,LA,Celestine,1,700,30.068636,-89.939007,30.068636,-89.939007
8485,12132,1860-06-28,New Orleans,LA,New Orleans,LA,Eliza Murray,1,1000,30.068636,-89.939007,30.068636,-89.939007
8486,12143,1860-06-28,New Orleans,LA,New Orleans,LA,John Smith,0,1250,30.068636,-89.939007,30.068636,-89.939007
8487,12952,1860-06-28,New Orleans,LA,New Orleans,LA,Marie,1,375,30.068636,-89.939007,30.068636,-89.939007
8488,13922,1860-06-28,New Orleans,LA,New Orleans,LA,William,0,1047,30.068636,-89.939007,30.068636,-89.939007
8491,13929,1860-06-28,New Orleans,LA,New Orleans,LA,Edward Warn,0,2150,30.068636,-89.939007,30.068636,-89.939007
8492,13930,1860-06-28,New Orleans,LA,New Orleans,LA,Caroline,1,2000,30.068636,-89.939007,30.068636,-89.939007
8493,13931,1860-06-28,New Orleans,LA,New Orleans,LA,Elizabeth,1,1550,30.068636,-89.939007,30.068636,-89.939007
8494,12135,1860-06-29,New Orleans,LA,New Orleans,LA,Marcel,0,1400,30.068636,-89.939007,30.068636,-89.939007
8495,12138,1860-06-29,New Orleans,LA,New Orleans,LA,Washington,0,1700,30.068636,-89.939007,30.068636,-89.939007
8496,12139,1860-06-29,New Orleans,LA,New Orleans,LA,Harry,0,1200,30.068636,-89.939007,30.068636,-89.939007
8497,12299,1860-06-29,New Orleans,LA,New Orleans,LA,Ned,0,700,30.068636,-89.939007,30.068636,-89.939007
8498,13937,1860-06-29,New Orleans,LA,New Orleans,LA,Voltaire,0,350,30.068636,-89.939007,30.068636,-89.939007
8500,12267,1860-06-30,New Orleans,LA,New Orleans,LA,Amelia,1,2350,30.068636,-89.939007,30.068636,-89.939007
8501,13079,1860-06-30,New Orleans,LA,New Orleans,LA,Josephine,1,600,30.068636,-89.939007,30.068636,-89.939007
8502,13928,1860-06-30,New Orleans,LA,New Orleans,LA,Francis,0,950,30.068636,-89.939007,30.068636,-89.939007
8505,12962,1860-07-02,New Orleans,LA,New Orleans,LA,Eugene/ Louis,0,1200,30.068636,-89.939007,30.068636,-89.939007
8506,13936,1860-07-02,New Orleans,LA,New Orleans,LA,Mary,1,1100,30.068636,-89.939007,30.068636,-89.939007
8513,13078,1860-07-03,New Orleans,LA,New Orleans,LA,Eliza,1,1300,30.068636,-89.939007,30.068636,-89.939007
8515,13945,1860-07-03,New Orleans,LA,New Orleans,LA,Marc,0,1400,30.068636,-89.939007,30.068636,-89.939007
8516,12963,1860-07-05,New Orleans,LA,New Orleans,LA,Eddy/ Alida,1,800,30.068636,-89.939007,30.068636,-89.939007
8517,13946,1860-07-05,New Orleans,LA,New Orleans,LA,Louis,0,900,30.068636,-89.939007,30.068636,-89.939007
8518,13952,1860-07-05,New Orleans,LA,New Orleans,LA,Sophia,1,1300,30.068636,-89.939007,30.068636,-89.939007
8519,12140,1860-07-06,New Orleans,LA,New Orleans,LA,Hilaire,0,850,30.068636,-89.939007,30.068636,-89.939007
8521,13962,1860-07-06,New Orleans,LA,New Orleans,LA,Lavinia,1,1500,30.068636,-89.939007,30.068636,-89.939007
8522,12141,1860-07-07,New Orleans,LA,New Orleans,LA,Louis,0,1200,30.068636,-89.939007,30.068636,-89.939007
8523,12144,1860-07-07,New Orleans,LA,New Orleans,LA,John Smith,0,1000,30.068636,-89.939007,30.068636,-89.939007
8524,12964,1860-07-07,New Orleans,LA,New Orleans,LA,Lucy,1,900,30.068636,-89.939007,30.068636,-89.939007
8525,12966,1860-07-07,New Orleans,LA,New Orleans,LA,John,0,950,30.068636,-89.939007,30.068636,-89.939007
8526,12974,1860-07-07,New Orleans,LA,New Orleans,LA,Agnes,1,300,30.068636,-89.939007,30.068636,-89.939007
8527,13949,1860-07-07,New Orleans,LA,New Orleans,LA,Haddy,1,1500,30.068636,-89.939007,30.068636,-89.939007
8528,13950,1860-07-07,New Orleans,LA,New Orleans,LA,Lilly,1,250,30.068636,-89.939007,30.068636,-89.939007
8529,13951,1860-07-07,New Orleans,LA,New Orleans,LA,Lucinda,1,150,30.068636,-89.939007,30.068636,-89.939007
8530,13953,1860-07-07,New Orleans,LA,New Orleans,LA,Victoria,1,1075,30.068636,-89.939007,30.068636,-89.939007
8531,12181,1860-07-09,New Orleans,LA,New Orleans,LA,Eliza,1,900,30.068636,-89.939007,30.068636,-89.939007
8532,12965,1860-07-09,New Orleans,LA,New Orleans,LA,Louis,0,650,30.068636,-89.939007,30.068636,-89.939007
8533,13038,1860-07-10,New Orleans,LA,New Orleans,LA,Calvin,0,1500,30.068636,-89.939007,30.068636,-89.939007
8535,13963,1860-07-10,New Orleans,LA,New Orleans,LA,Amy,1,2050,30.068636,-89.939007,30.068636,-89.939007
8536,13964,1860-07-10,New Orleans,LA,New Orleans,LA,John,0,1400,30.068636,-89.939007,30.068636,-89.939007
8537,12187,1860-07-11,New Orleans,LA,New Orleans,LA,Lucy,1,750,30.068636,-89.939007,30.068636,-89.939007
8538,12968,1860-07-11,New Orleans,LA,New Orleans,LA,Fanny Elisabeth,1,1550,30.068636,-89.939007,30.068636,-89.939007
8540,12972,1860-07-11,New Orleans,LA,New Orleans,LA,Lydia,1,700,30.068636,-89.939007,30.068636,-89.939007
8541,12973,1860-07-11,New Orleans,LA,New Orleans,LA,Charlotte,1,1800,30.068636,-89.939007,30.068636,-89.939007
8542,13959,1860-07-11,New Orleans,LA,New Orleans,LA,Henderson,0,1021.75,30.068636,-89.939007,30.068636,-89.939007
8543,12978,1860-07-12,New Orleans,LA,New Orleans,LA,Margaret,1,1000,30.068636,-89.939007,30.068636,-89.939007
8544,12989,1860-07-12,New Orleans,LA,New Orleans,LA,Josephine,1,900,30.068636,-89.939007,30.068636,-89.939007
8545,12990,1860-07-13,New Orleans,LA,New Orleans,LA,Lafayette,0,1250,30.068636,-89.939007,30.068636,-89.939007
8546,13011,1860-07-13,New Orleans,LA,New Orleans,LA,Arthur,0,1100,30.068636,-89.939007,30.068636,-89.939007
8547,12165,1860-07-14,New Orleans,LA,New Orleans,LA,Genevieve,1,1000,30.068636,-89.939007,30.068636,-89.939007
8551,12177,1860-07-14,New Orleans,LA,New Orleans,LA,Yognon,1,1900,30.068636,-89.939007,30.068636,-89.939007
8552,12178,1860-07-14,New Orleans,LA,New Orleans,LA,Ursin,0,1225,30.068636,-89.939007,30.068636,-89.939007
8554,12983,1860-07-14,New Orleans,LA,New Orleans,LA,Victorine,1,1040,30.068636,-89.939007,30.068636,-89.939007
8555,12984,1860-07-14,New Orleans,LA,New Orleans,LA,Bazile,0,2000,30.068636,-89.939007,30.068636,-89.939007
8557,12182,1860-07-16,New Orleans,LA,New Orleans,LA,Harrison,0,1650,30.068636,-89.939007,30.068636,-89.939007
8558,12183,1860-07-16,New Orleans,LA,New Orleans,LA,Jein,0,1250,30.068636,-89.939007,30.068636,-89.939007
8559,12188,1860-07-16,New Orleans,LA,New Orleans,LA,Jim,0,1000,30.068636,-89.939007,30.068636,-89.939007
8560,12981,1860-07-16,New Orleans,LA,New Orleans,LA,Caledonia,1,1600,30.068636,-89.939007,30.068636,-89.939007
8568,12180,1860-07-18,New Orleans,LA,New Orleans,LA,Constance,1,1300,30.068636,-89.939007,30.068636,-89.939007
8569,12988,1860-07-18,New Orleans,LA,New Orleans,LA,Luckie,1,1200,30.068636,-89.939007,30.068636,-89.939007
8570,12998,1860-07-18,New Orleans,LA,New Orleans,LA,Mary,1,1250,30.068636,-89.939007,30.068636,-89.939007
8571,13002,1860-07-18,New Orleans,LA,New Orleans,LA,Suzan,1,1200,30.068636,-89.939007,30.068636,-89.939007
8572,13003,1860-07-18,New Orleans,LA,New Orleans,LA,Rebecca,1,1500,30.068636,-89.939007,30.068636,-89.939007
8574,12184,1860-07-19,New Orleans,LA,New Orleans,LA,Colin,0,1350,30.068636,-89.939007,30.068636,-89.939007
8575,12185,1860-07-20,New Orleans,LA,New Orleans,LA,Delia,1,350,30.068636,-89.939007,30.068636,-89.939007
8576,12189,1860-07-21,New Orleans,LA,New Orleans,LA,Jim,0,1000,30.068636,-89.939007,30.068636,-89.939007
8577,12195,1860-07-21,New Orleans,LA,New Orleans,LA,Cecile,1,1900,30.068636,-89.939007,30.068636,-89.939007
8578,12197,1860-07-21,New Orleans,LA,New Orleans,LA,Robert,0,550,30.068636,-89.939007,30.068636,-89.939007
8579,13000,1860-07-21,New Orleans,LA,New Orleans,LA,Claude,0,1000,30.068636,-89.939007,30.068636,-89.939007
8580,13001,1860-07-21,New Orleans,LA,New Orleans,LA,Preston,0,600,30.068636,-89.939007,30.068636,-89.939007
8581,13004,1860-07-21,New Orleans,LA,New Orleans,LA,Lewis,0,1050,30.068636,-89.939007,30.068636,-89.939007
8582,13020,1860-07-21,New Orleans,LA,New Orleans,LA,Cesar,0,1500,30.068636,-89.939007,30.068636,-89.939007
8583,12192,1860-07-24,New Orleans,LA,New Orleans,LA,Ann,1,1200,30.068636,-89.939007,30.068636,-89.939007
8584,12193,1860-07-24,New Orleans,LA,New Orleans,LA,Mary Sneed,1,500,30.068636,-89.939007,30.068636,-89.939007
8585,12196,1860-07-24,New Orleans,LA,New Orleans,LA,Sam,0,900,30.068636,-89.939007,30.068636,-89.939007
8586,12204,1860-07-24,New Orleans,LA,New Orleans,LA,Frank,0,1200,30.068636,-89.939007,30.068636,-89.939007
8588,12194,1860-07-25,New Orleans,LA,New Orleans,LA,Josephine,1,1000,30.068636,-89.939007,30.068636,-89.939007
8589,12201,1860-07-25,New Orleans,LA,New Orleans,LA,Mary,1,1100,30.068636,-89.939007,30.068636,-89.939007
8590,12202,1860-07-25,New Orleans,LA,New Orleans,LA,Maria,1,1400,30.068636,-89.939007,30.068636,-89.939007
8591,13005,1860-07-25,New Orleans,LA,New Orleans,LA,Rachael,1,1000,30.068636,-89.939007,30.068636,-89.939007
8592,13008,1860-07-25,New Orleans,LA,New Orleans,LA,Eve,1,1000,30.068636,-89.939007,30.068636,-89.939007
8593,13966,1860-07-25,New Orleans,LA,New Orleans,LA,Luscvisay,1,900,30.068636,-89.939007,30.068636,-89.939007
8594,13967,1860-07-25,New Orleans,LA,New Orleans,LA,Louisiana Matthews,1,1610,30.068636,-89.939007,30.068636,-89.939007
8596,13006,1860-07-26,New Orleans,LA,New Orleans,LA,Josephine,1,1764.24,30.068636,-89.939007,30.068636,-89.939007
8597,13971,1860-07-26,New Orleans,LA,New Orleans,LA,Mary,1,1200,30.068636,-89.939007,30.068636,-89.939007
8600,12200,1860-07-28,New Orleans,LA,New Orleans,LA,Maria,1,1250,30.068636,-89.939007,30.068636,-89.939007
8603,12228,1860-07-30,New Orleans,LA,New Orleans,LA,Alexandre,0,1800,30.068636,-89.939007,30.068636,-89.939007
8604,13007,1860-07-30,New Orleans,LA,New Orleans,LA,Fanny,1,1200,30.068636,-89.939007,30.068636,-89.939007
8605,12208,1860-07-31,New Orleans,LA,New Orleans,LA,Milley,1,450,30.068636,-89.939007,30.068636,-89.939007
8606,13009,1860-07-31,New Orleans,LA,New Orleans,LA,Sam,0,500,30.068636,-89.939007,30.068636,-89.939007
8607,13026,1860-07-31,New Orleans,LA,New Orleans,LA,Joshua,0,1200,30.068636,-89.939007,30.068636,-89.939007
8608,13027,1860-07-31,New Orleans,LA,New Orleans,LA,Alfred,0,1600,30.068636,-89.939007,30.068636,-89.939007
8609,13031,1860-07-31,New Orleans,LA,New Orleans,LA,Bob,0,700,30.068636,-89.939007,30.068636,-89.939007
8610,13045,1860-07-31,New Orleans,LA,New Orleans,LA,Cesar,0,650,30.068636,-89.939007,30.068636,-89.939007
8611,13046,1860-07-31,New Orleans,LA,New Orleans,LA,London,0,500,30.068636,-89.939007,30.068636,-89.939007
8612,13047,1860-07-31,New Orleans,LA,New Orleans,LA,Jean Fourtarel,0,650,30.068636,-89.939007,30.068636,-89.939007
8615,12205,1860-08-01,New Orleans,LA,New Orleans,LA,Thornton,0,900,30.068636,-89.939007,30.068636,-89.939007
8616,13013,1860-08-02,New Orleans,LA,New Orleans,LA,Aimee,1,1250,30.068636,-89.939007,30.068636,-89.939007
8617,13015,1860-08-03,New Orleans,LA,New Orleans,LA,Valsain,0,1000,30.068636,-89.939007,30.068636,-89.939007
8618,13016,1860-08-03,New Orleans,LA,New Orleans,LA,Obadiah,0,600,30.068636,-89.939007,30.068636,-89.939007
8619,13017,1860-08-03,New Orleans,LA,New Orleans,LA,Hetty,1,675,30.068636,-89.939007,30.068636,-89.939007
8620,13043,1860-08-03,New Orleans,LA,New Orleans,LA,Mary Scott,1,1500,30.068636,-89.939007,30.068636,-89.939007
8621,13021,1860-08-04,New Orleans,LA,New Orleans,LA,Thornton,0,1000,30.068636,-89.939007,30.068636,-89.939007
8622,13022,1860-08-04,New Orleans,LA,New Orleans,LA,Arthur,0,1200,30.068636,-89.939007,30.068636,-89.939007
8623,13023,1860-08-04,New Orleans,LA,New Orleans,LA,Harry Shields,0,1200,30.068636,-89.939007,30.068636,-89.939007
8624,13061,1860-08-06,New Orleans,LA,New Orleans,LA,Fanny,1,1000,30.068636,-89.939007,30.068636,-89.939007
8625,13975,1860-08-06,New Orleans,LA,New Orleans,LA,Margaret,1,1250,30.068636,-89.939007,30.068636,-89.939007
8626,12214,1860-08-07,New Orleans,LA,New Orleans,LA,Tazewell,0,1250,30.068636,-89.939007,30.068636,-89.939007
8627,13025,1860-08-07,New Orleans,LA,New Orleans,LA,William Coleman,0,1000,30.068636,-89.939007,30.068636,-89.939007
8628,13059,1860-08-07,New Orleans,LA,New Orleans,LA,Jim,0,1400,30.068636,-89.939007,30.068636,-89.939007
8629,13060,1860-08-07,New Orleans,LA,New Orleans,LA,Wash,0,1400,30.068636,-89.939007,30.068636,-89.939007
8630,13039,1860-08-08,New Orleans,LA,New Orleans,LA,Milly,1,1350,30.068636,-89.939007,30.068636,-89.939007
8631,13040,1860-08-08,New Orleans,LA,New Orleans,LA,Edouard,0,1200,30.068636,-89.939007,30.068636,-89.939007
8634,13042,1860-08-09,New Orleans,LA,New Orleans,LA,Washington,0,1200,30.068636,-89.939007,30.068636,-89.939007
